kernel,cpu_time_total_us,self_cpu_time_total_us,cuda_time_total_us,self_cuda_time_total_us,calls
cudaEventQuery,97.57799999953113,97.57799999953113,0,0,35
cudaMemcpyAsync,2779.328000000577,2779.328000000577,0,0,228
cudaStreamSynchronize,180889.33000000042,180865.63600000076,0,0,16
Memcpy HtoD (Pageable -> Device),0,0,15.616000000016356,15.616000000016356,9
cudaStreamIsCapturing,245.96200000127237,245.96200000127237,0,0,135
cudaEventRecord,977.9419999991551,977.9419999991551,0,0,83
cudaStreamWaitEvent,106.69399999990856,106.69399999990856,0,0,56
cudaStreamGetCaptureInfo_v2,19.33299999997871,19.33299999997871,0,0,14
cudaLaunchKernelExC,246.50300000014704,246.50300000014704,0,0,14
"ncclDevKernel_Broadcast_RING_LL(ncclDevComm*, unsigned long, ncclWork*)",0,0,53.662000000051194,53.662000000051194,5
Memcpy DtoH (Device -> Pageable),0,0,6.656000000078166,6.656000000078166,3
cudaLaunchKernel,1530058.0429999994,13862.40899999818,0,0,1094
Unrecognized,1572822.648000001,1572803.062000001,0,0,101
"void at::native::(anonymous namespace)::indexSelectLargeIndex<float, long, unsigned int, 2, 2, -2, true>(at::cuda::detail::TensorInfo<float, unsigned int>, at::cuda::detail::TensorInfo<float const, unsigned int>, at::cuda::detail::TensorInfo<long const, unsigned int>, int, int, unsigned int, unsigned int, long)",0,0,181.91599999982282,181.91599999982282,4
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",0,0,116.12599999981467,116.12599999981467,2
"void at::native::(anonymous namespace)::vectorized_layer_norm_kernel<float, float>(int, float, float const*, float const*, float const*, float*, float*, float*)",0,0,1952.188999999722,1952.188999999722,26
"void at::native::(anonymous namespace)::fused_dropout_kernel_vec<float, float, unsigned int, 1, 4, bool>(at::cuda::detail::TensorInfo<float const, unsigned int>, at::cuda::detail::TensorInfo<float, unsigned int>, at::cuda::detail::TensorInfo<bool, unsigned int>, unsigned int, float, at::PhiloxCudaState)",0,0,920.3349999999627,920.3349999999627,16
"void at::native::vectorized_elementwise_kernel<4, at::native::AUnaryFunctor<long, long, bool, at::native::(anonymous namespace)::CompareEqFunctor<long> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<long, long, bool, at::native::(anonymous namespace)::CompareEqFunctor<long> >, std::array<char*, 2ul>)",0,0,6.111999999906402,6.111999999906402,2
"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<bool, at::native::func_wrapper_t<bool, at::native::and_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#12}::operator()() const::{lambda(bool, bool)#1}>, unsigned int, bool, 4> >(at::native::ReduceOp<bool, at::native::func_wrapper_t<bool, at::native::and_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#12}::operator()() const::{lambda(bool, bool)#1}>, unsigned int, bool, 4>)",0,0,14.719000000099186,14.719000000099186,2
cudaHostAlloc,66.76500000013039,66.76500000013039,0,0,2
Memcpy DtoH (Device -> Pinned),0,0,10.592999999818858,10.592999999818858,6
cudaFree,2918.8129999999655,2918.8129999999655,0,0,2
cudaDeviceGetAttribute,7.712999999872409,7.712999999872409,0,0,18
cudaGetDriverEntryPoint,1.6329999999143183,1.6329999999143183,0,0,2
cudaGetSymbolAddress,27984.464999999967,27852.61600000004,0,0,1
cudaMalloc,15340.325000000303,15340.325000000303,0,0,45
cudaOccupancyMaxActiveBlocksPerMultiprocessor,23389.78800000029,372.2239999999292,0,0,141
volta_sgemm_128x64_tn,0,0,68042.3729999999,68042.3729999999,60
"fmha_cutlassF_f32_aligned_64x64_rf_sm75(PyTorchMemEffAttention::AttentionKernel<float, cutlass::arch::Sm75, true, 64, 64, 64, true, true>::Params)",0,0,3761.2470000002068,3761.2470000002068,12
"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>)",0,0,5771.743000000017,5771.743000000017,72
volta_sgemm_128x128_tn,0,0,32434.62100000016,32434.62100000016,12
"void at::native::vectorized_elementwise_kernel<4, at::native::GeluCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::GeluCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",0,0,2474.0410000000848,2474.0410000000848,12
cudaMemsetAsync,1506.8869999998715,1506.8869999998715,0,0,180
Memset (Device),0,0,496.6620000026887,496.6620000026887,180
volta_sgemm_64x32_sliced1x4_tn,0,0,67.9670000000624,67.9670000000624,2
"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",0,0,18.111000000033528,18.111000000033528,4
"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",0,0,5.472000000067055,5.472000000067055,2
volta_sgemm_32x32_sliced1x4_tn,0,0,28.25600000016857,28.25600000016857,2
"void (anonymous namespace)::softmax_warp_forward<float, float, float, 1, true, false>(float*, float const*, int, int, int, bool const*, int, bool)",0,0,5.568000000086613,5.568000000086613,2
"void at::native::(anonymous namespace)::nll_loss_forward_reduce_cuda_kernel_2d<float, float, long>(float*, float*, float const*, long const*, float const*, bool, long, long, long, long)",0,0,7.231999999843538,7.231999999843538,2
"void at::native::vectorized_elementwise_kernel<4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul>)",0,0,9.471999999834225,9.471999999834225,4
"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>)",0,0,3500.363000000594,3500.363000000594,220
"void at::native::(anonymous namespace)::nll_loss_backward_reduce_cuda_kernel_2d<float, long>(float*, float const*, long const*, float const*, float const*, bool, int, int, long, long)",0,0,6.334999999962747,6.334999999962747,2
