kernel,cpu_time_total_us,self_cpu_time_total_us,cuda_time_total_us,self_cuda_time_total_us,calls
cudaEventQuery,95.03899999988062,95.03899999988062,0,0,34
cudaMemcpyAsync,2929.312000001168,2929.312000001168,0,0,234
Memcpy HtoD (Pageable -> Device),0,0,10.175999999810301,10.175999999810301,9
cudaStreamSynchronize,80777.8240000002,80746.56899999984,0,0,18
cudaStreamIsCapturing,234.11399999803598,234.11399999803598,0,0,129
cudaEventRecord,297.0130000018753,297.0130000018753,0,0,83
cudaStreamWaitEvent,104.83299999957217,104.83299999957217,0,0,56
cudaStreamGetCaptureInfo_v2,23.705999999003325,23.705999999003325,0,0,14
cudaLaunchKernelExC,303.31399999993937,303.31399999993937,0,0,14
"ncclDevKernel_Broadcast_RING_LL(ncclDevComm*, unsigned long, ncclWork*)",0,0,64.5439999999353,64.5439999999353,5
Memcpy DtoH (Device -> Pageable),0,0,6.785999999649903,6.785999999649903,3
cudaLaunchKernel,1555712.7120000036,19995.37500000419,0,0,1498
Unrecognized,1658280.3640000008,1658269.1860000005,0,0,223
"void at::native::(anonymous namespace)::indexSelectLargeIndex<float, long, unsigned int, 2, 2, -2, true>(at::cuda::detail::TensorInfo<float, unsigned int>, at::cuda::detail::TensorInfo<float const, unsigned int>, at::cuda::detail::TensorInfo<long const, unsigned int>, int, int, unsigned int, unsigned int, long)",0,0,110.68699999985984,110.68699999985984,4
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",0,0,62.784000000101514,62.784000000101514,2
"void at::native::(anonymous namespace)::vectorized_layer_norm_kernel<float, float>(int, float, float const*, float const*, float const*, float*, float*, float*)",0,0,1187.7719999995898,1187.7719999995898,26
"void at::native::(anonymous namespace)::fused_dropout_kernel_vec<float, float, unsigned int, 1, 4, bool>(at::cuda::detail::TensorInfo<float const, unsigned int>, at::cuda::detail::TensorInfo<float, unsigned int>, at::cuda::detail::TensorInfo<bool, unsigned int>, unsigned int, float, at::PhiloxCudaState)",0,0,66.30400000029476,66.30400000029476,2
"void at::native::vectorized_elementwise_kernel<4, at::native::AUnaryFunctor<long, long, bool, at::native::(anonymous namespace)::CompareEqFunctor<long> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<long, long, bool, at::native::(anonymous namespace)::CompareEqFunctor<long> >, std::array<char*, 2ul>)",0,0,6.975000000384171,6.975000000384171,2
"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<bool, at::native::func_wrapper_t<bool, at::native::and_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#12}::operator()() const::{lambda(bool, bool)#1}>, unsigned int, bool, 4> >(at::native::ReduceOp<bool, at::native::func_wrapper_t<bool, at::native::and_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#12}::operator()() const::{lambda(bool, bool)#1}>, unsigned int, bool, 4>)",0,0,15.710999999777414,15.710999999777414,2
cudaHostAlloc,59.508999999961816,59.508999999961816,0,0,2
Memcpy DtoH (Device -> Pinned),0,0,19.36100000026636,19.36100000026636,8
"void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)",0,0,3971.6339999992633,3971.6339999992633,226
cudaMalloc,17285.411999999662,17285.411999999662,0,0,39
cudaFree,4258.770000000019,4258.770000000019,0,0,2
cudaDeviceGetAttribute,24.630000000353903,24.630000000353903,0,0,28
cudaGetDriverEntryPoint,2.027000000118278,2.027000000118278,0,0,2
cudaGetSymbolAddress,25702.70599999989,25478.055999999866,0,0,1
cudaFuncSetAttribute,88014.10100000014,452.5679999993881,0,0,108
cudaOccupancyMaxActiveBlocksPerMultiprocessor,525.2990000004647,276.61500000045635,0,0,82
turing_fp16_s1688gemm_fp16_128x256_ldg8_relu_f2f_stages_32x1_tn,0,0,4968.969000000623,4968.969000000623,48
"fmha_cutlassF_f16_aligned_64x64_rf_sm75(PyTorchMemEffAttention::AttentionKernel<cutlass::half_t, cutlass::arch::Sm75, true, 64, 64, 64, true, true>::Params)",0,0,1001.7579999997979,1001.7579999997979,12
"void at::native::unrolled_elementwise_kernel<at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>, 4, TrivialOffsetCalculator<2, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<2>, at::native::memory::StoreWithCast<1> >(int, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>, TrivialOffsetCalculator<2, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<2>, at::native::memory::StoreWithCast<1>)",0,0,1074.333000000799,1074.333000000799,24
turing_fp16_s1688gemm_fp16_128x128_ldg8_relu_f2f_tn,0,0,6102.251999999979,6102.251999999979,24
