kernel,cpu_time_total_us,self_cpu_time_total_us,cuda_time_total_us,self_cuda_time_total_us,calls
cudaEventQuery,89.69899999976178,89.69899999976178,0,0,36
cudaMemcpyAsync,2831.1939999993465,2831.1939999993465,0,0,228
cudaStreamSynchronize,172449.11200000014,172428.4500000006,0,0,16
Memcpy HtoD (Pageable -> Device),0,0,16.414999999993597,16.414999999993597,9
cudaStreamIsCapturing,247.934000000354,247.934000000354,0,0,135
cudaEventRecord,638.4880000002545,638.4880000002545,0,0,83
cudaStreamWaitEvent,94.5599999987644,94.5599999987644,0,0,56
cudaStreamGetCaptureInfo_v2,20.61900000057267,20.61900000057267,0,0,14
cudaLaunchKernelExC,245.98600000011083,245.98600000011083,0,0,14
"ncclDevKernel_Broadcast_RING_LL(ncclDevComm*, unsigned long, ncclWork*)",0,0,56.15799999983483,56.15799999983483,5
Memcpy DtoH (Device -> Pageable),0,0,5.790999999770975,5.790999999770975,3
cudaLaunchKernel,1591710.589000003,13625.314000001177,0,0,1094
Unrecognized,1637604.3010000014,1637582.3130000012,0,0,101
"void at::native::(anonymous namespace)::indexSelectLargeIndex<float, long, unsigned int, 2, 2, -2, true>(at::cuda::detail::TensorInfo<float, unsigned int>, at::cuda::detail::TensorInfo<float const, unsigned int>, at::cuda::detail::TensorInfo<long const, unsigned int>, int, int, unsigned int, unsigned int, long)",0,0,179.38700000016252,179.38700000016252,4
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",0,0,116.89299999998184,116.89299999998184,2
"void at::native::(anonymous namespace)::vectorized_layer_norm_kernel<float, float>(int, float, float const*, float const*, float const*, float*, float*, float*)",0,0,1965.9099999989267,1965.9099999989267,26
"void at::native::(anonymous namespace)::fused_dropout_kernel_vec<float, float, unsigned int, 1, 4, bool>(at::cuda::detail::TensorInfo<float const, unsigned int>, at::cuda::detail::TensorInfo<float, unsigned int>, at::cuda::detail::TensorInfo<bool, unsigned int>, unsigned int, float, at::PhiloxCudaState)",0,0,922.2209999999031,922.2209999999031,16
"void at::native::vectorized_elementwise_kernel<4, at::native::AUnaryFunctor<long, long, bool, at::native::(anonymous namespace)::CompareEqFunctor<long> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<long, long, bool, at::native::(anonymous namespace)::CompareEqFunctor<long> >, std::array<char*, 2ul>)",0,0,6.112000000139233,6.112000000139233,2
"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<bool, at::native::func_wrapper_t<bool, at::native::and_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#12}::operator()() const::{lambda(bool, bool)#1}>, unsigned int, bool, 4> >(at::native::ReduceOp<bool, at::native::func_wrapper_t<bool, at::native::and_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#12}::operator()() const::{lambda(bool, bool)#1}>, unsigned int, bool, 4>)",0,0,14.687999999965541,14.687999999965541,2
cudaHostAlloc,59.952000000164844,59.952000000164844,0,0,2
Memcpy DtoH (Device -> Pinned),0,0,10.657000000355765,10.657000000355765,6
cudaFree,3020.952999999863,3020.952999999863,0,0,2
cudaDeviceGetAttribute,5.1510000004200265,5.1510000004200265,0,0,18
cudaGetDriverEntryPoint,1.3710000000428408,1.3710000000428408,0,0,2
cudaGetSymbolAddress,25604.277999999933,25422.466999999946,0,0,1
cudaMalloc,17118.037999999942,17118.037999999942,0,0,45
cudaOccupancyMaxActiveBlocksPerMultiprocessor,24122.93599999987,387.7089999996824,0,0,141
volta_sgemm_128x64_tn,0,0,68332.73500000068,68332.73500000068,60
"fmha_cutlassF_f32_aligned_64x64_rf_sm75(PyTorchMemEffAttention::AttentionKernel<float, cutlass::arch::Sm75, true, 64, 64, 64, true, true>::Params)",0,0,3743.429999999935,3743.429999999935,12
"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>)",0,0,5662.71499999892,5662.71499999892,72
volta_sgemm_128x128_tn,0,0,32610.36800000025,32610.36800000025,12
"void at::native::vectorized_elementwise_kernel<4, at::native::GeluCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::GeluCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",0,0,2472.0690000000177,2472.0690000000177,12
cudaMemsetAsync,1534.238000000012,1530.8790000000736,0,0,180
Memset (Device),0,0,451.2609999986598,451.2609999986598,180
volta_sgemm_64x32_sliced1x4_tn,0,0,72.6699999999255,72.6699999999255,2
"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",0,0,19.968999999691732,19.968999999691732,4
"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",0,0,6.0799999996088445,6.0799999996088445,2
volta_sgemm_32x32_sliced1x4_tn,0,0,31.935999999870546,31.935999999870546,2
"void (anonymous namespace)::softmax_warp_forward<float, float, float, 1, true, false>(float*, float const*, int, int, int, bool const*, int, bool)",0,0,6.208999999798834,6.208999999798834,2
"void at::native::(anonymous namespace)::nll_loss_forward_reduce_cuda_kernel_2d<float, float, long>(float*, float*, float const*, long const*, float const*, bool, long, long, long, long)",0,0,7.9990000003017485,7.9990000003017485,2
