kernel,cpu_time_total_us,self_cpu_time_total_us,cuda_time_total_us,self_cuda_time_total_us,calls
cudaEventQuery,117.50699999939116,117.50699999939116,0,0,34
cudaMemcpyAsync,3074.8040000007077,3074.8040000007077,0,0,234
cudaStreamSynchronize,82787.4959999994,82742.59699999966,0,0,18
Memcpy HtoD (Pageable -> Device),0,0,10.11200000000781,10.11200000000781,9
cudaStreamIsCapturing,221.48800000211168,221.48800000211168,0,0,129
cudaEventRecord,1088.041000000193,1088.041000000193,0,0,83
cudaStreamWaitEvent,93.71499999648131,93.71499999648131,0,0,56
cudaStreamGetCaptureInfo_v2,21.766000000933673,21.766000000933673,0,0,14
cudaLaunchKernelExC,276.8590000003678,276.8590000003678,0,0,14
"ncclDevKernel_Broadcast_RING_LL(ncclDevComm*, unsigned long, ncclWork*)",0,0,66.49500000045373,66.49500000045373,5
Memcpy DtoH (Device -> Pageable),0,0,6.783000000212269,6.783000000212269,3
cudaLaunchKernel,1480650.4099999983,19361.72399999865,0,0,1498
Unrecognized,1591890.7519999996,1591853.1479999996,0,0,223
"void at::native::(anonymous namespace)::indexSelectLargeIndex<float, long, unsigned int, 2, 2, -2, true>(at::cuda::detail::TensorInfo<float, unsigned int>, at::cuda::detail::TensorInfo<float const, unsigned int>, at::cuda::detail::TensorInfo<long const, unsigned int>, int, int, unsigned int, unsigned int, long)",0,0,116.12599999996019,116.12599999996019,4
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",0,0,64.25599999987753,64.25599999987753,2
"void at::native::(anonymous namespace)::vectorized_layer_norm_kernel<float, float>(int, float, float const*, float const*, float const*, float*, float*, float*)",0,0,1254.405000000028,1254.405000000028,26
"void at::native::(anonymous namespace)::fused_dropout_kernel_vec<float, float, unsigned int, 1, 4, bool>(at::cuda::detail::TensorInfo<float const, unsigned int>, at::cuda::detail::TensorInfo<float, unsigned int>, at::cuda::detail::TensorInfo<bool, unsigned int>, unsigned int, float, at::PhiloxCudaState)",0,0,66.20599999959813,66.20599999959813,2
"void at::native::vectorized_elementwise_kernel<4, at::native::AUnaryFunctor<long, long, bool, at::native::(anonymous namespace)::CompareEqFunctor<long> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<long, long, bool, at::native::(anonymous namespace)::CompareEqFunctor<long> >, std::array<char*, 2ul>)",0,0,7.293999999994412,7.293999999994412,2
"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<bool, at::native::func_wrapper_t<bool, at::native::and_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#12}::operator()() const::{lambda(bool, bool)#1}>, unsigned int, bool, 4> >(at::native::ReduceOp<bool, at::native::func_wrapper_t<bool, at::native::and_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#12}::operator()() const::{lambda(bool, bool)#1}>, unsigned int, bool, 4>)",0,0,16.544000000110827,16.544000000110827,2
cudaHostAlloc,76.53700000001118,76.53700000001118,0,0,2
Memcpy DtoH (Device -> Pinned),0,0,17.152000000118278,17.152000000118278,8
"void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)",0,0,4007.744999999646,4007.744999999646,226
cudaMalloc,16048.582999999868,16048.582999999868,0,0,39
cudaFree,3986.2050000000745,3986.2050000000745,0,0,2
cudaDeviceGetAttribute,21.397999999695458,21.397999999695458,0,0,28
cudaGetDriverEntryPoint,1.625,1.625,0,0,2
cudaGetSymbolAddress,26943.302999999956,26731.39599999995,0,0,1
cudaFuncSetAttribute,91913.2940000007,516.0310000005411,0,0,108
cudaOccupancyMaxActiveBlocksPerMultiprocessor,483.1359999999404,259.6360000000568,0,0,82
turing_fp16_s1688gemm_fp16_128x256_ldg8_relu_f2f_stages_32x1_tn,0,0,5357.379000000539,5357.379000000539,48
"fmha_cutlassF_f16_aligned_64x64_rf_sm75(PyTorchMemEffAttention::AttentionKernel<cutlass::half_t, cutlass::arch::Sm75, true, 64, 64, 64, true, true>::Params)",0,0,1048.008000000962,1048.008000000962,12
"void at::native::unrolled_elementwise_kernel<at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>, 4, TrivialOffsetCalculator<2, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<2>, at::native::memory::StoreWithCast<1> >(int, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>, TrivialOffsetCalculator<2, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<2>, at::native::memory::StoreWithCast<1>)",0,0,1108.1979999998584,1108.1979999998584,24
turing_fp16_s1688gemm_fp16_128x128_ldg8_relu_f2f_tn,0,0,6533.60100000049,6533.60100000049,24
"void at::native::vectorized_elementwise_kernel<4, at::native::GeluCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#2}::operator()() const::{lambda()#3}::operator()() const::{lambda(c10::Half)#1}, std::array<char*, 2ul> >(int, at::native::GeluCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#2}::operator()() const::{lambda()#3}::operator()() const::{lambda(c10::Half)#1}, std::array<char*, 2ul>)",0,0,699.7900000007357,699.7900000007357,12
cudaMemsetAsync,995.3979999998119,995.3979999998119,0,0,100
Memset (Device),0,0,330.3269999991171,330.3269999991171,96
"void at::native::(anonymous namespace)::fused_dropout_kernel_vec<c10::Half, float, unsigned int, 1, 4, bool>(at::cuda::detail::TensorInfo<c10::Half const, unsigned int>, at::cuda::detail::TensorInfo<c10::Half, unsigned int>, at::cuda::detail::TensorInfo<bool, unsigned int>, unsigned int, float, at::PhiloxCudaState)",0,0,259.96400000108406,259.96400000108406,14
"void at::native::elementwise_kernel<128, 4, at::native::gpu_kernel_impl_nocast<at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1} const&)::{lambda(int)#1})",0,0,13.344000000040978,13.344000000040978,2
cuLaunchKernel,143.05799999949522,143.05799999949522,0,0,10
