kernel,cpu_time_total_us,self_cpu_time_total_us,cpu_time_avg_us,calls_cpu,cuda_time_total_us,self_cuda_time_total_us,cuda_time_avg_us
cudaMemcpyAsync,254.39299999976356,254.39299999976356,18.170928571411682,14,0,0,0.0
Memcpy HtoD (Pageable -> Device),0,0,0.0,6,13.120000000593791,13.120000000593791,2.186666666765632
cudaStreamSynchronize,148625.98399999941,148625.98399999941,12385.498666666617,12,0,0,0.0
cudaLaunchKernel,1613696.2180000003,9444.692000000636,1821.3275598194134,886,0,0,0.0
Unrecognized,1663351.7409999997,1663351.7409999997,16307.370009803919,102,0,0,0.0
"void at::native::(anonymous namespace)::indexSelectLargeIndex<float, long, unsigned int, 2, 2, -2, true>(at::cuda::detail::TensorInfo<float, unsigned int>, at::cuda::detail::TensorInfo<float const, unsigned int>, at::cuda::detail::TensorInfo<long const, unsigned int>, int, int, unsigned int, unsigned int, long)",0,0,0.0,4,191.00099999990198,191.00099999990198,47.750249999975495
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",0,0,0.0,2,116.98900000011781,116.98900000011781,58.494500000058906
cudaStreamIsCapturing,207.92900000000373,207.92900000000373,1.6118527131783233,129,0,0,0.0
cudaMalloc,8719.611000000092,8719.611000000092,164.52096226415267,53,0,0,0.0
"void at::native::(anonymous namespace)::vectorized_layer_norm_kernel<float, float>(int, float, float const*, float const*, float const*, float*, float*, float*)",0,0,0.0,26,2003.5770000004559,2003.5770000004559,77.06065384617138
"void at::native::(anonymous namespace)::fused_dropout_kernel_vec<float, float, unsigned int, 1, 4, bool>(at::cuda::detail::TensorInfo<float const, unsigned int>, at::cuda::detail::TensorInfo<float, unsigned int>, at::cuda::detail::TensorInfo<bool, unsigned int>, unsigned int, float, at::PhiloxCudaState)",0,0,0.0,16,932.7639999996754,932.7639999996754,58.297749999979715
"void at::native::vectorized_elementwise_kernel<4, at::native::AUnaryFunctor<long, long, bool, at::native::(anonymous namespace)::CompareEqFunctor<long> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<long, long, bool, at::native::(anonymous namespace)::CompareEqFunctor<long> >, std::array<char*, 2ul>)",0,0,0.0,2,6.496000000333879,6.496000000333879,3.2480000001669396
"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<bool, at::native::func_wrapper_t<bool, at::native::and_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#12}::operator()() const::{lambda(bool, bool)#1}>, unsigned int, bool, 4> >(at::native::ReduceOp<bool, at::native::func_wrapper_t<bool, at::native::and_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#12}::operator()() const::{lambda(bool, bool)#1}>, unsigned int, bool, 4>)",0,0,0.0,2,15.998999999952503,15.998999999952503,7.999499999976251
cudaHostAlloc,1273.2610000000568,1273.2610000000568,636.6305000000284,2,0,0,0.0
Memcpy DtoH (Device -> Pinned),0,0,0.0,6,13.471000000252388,13.471000000252388,2.2451666667087316
cudaFree,4676.809000000008,4676.809000000008,2338.404500000004,2,0,0,0.0
cudaDeviceGetAttribute,6.382000000216067,6.382000000216067,0.35455555556755924,18,0,0,0.0
cudaGetDriverEntryPoint,2.1199999999953434,2.1199999999953434,1.0599999999976717,2,0,0,0.0
cudaGetSymbolAddress,24862.66200000001,24694.429000000004,24862.66200000001,1,0,0,0.0
cudaOccupancyMaxActiveBlocksPerMultiprocessor,22632.95099999779,285.87299999792594,160.51738297870773,141,0,0,0.0
volta_sgemm_128x64_tn,0,0,0.0,60,72480.69700000086,72480.69700000086,1208.011616666681
"fmha_cutlassF_f32_aligned_64x64_rf_sm75(PyTorchMemEffAttention::AttentionKernel<float, cutlass::arch::Sm75, true, 64, 64, 64, true, true>::Params)",0,0,0.0,12,3962.5139999999665,3962.5139999999665,330.2094999999972
"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>)",0,0,0.0,72,5219.777000002912,5219.777000002912,72.49690277781822
volta_sgemm_128x128_tn,0,0,0.0,12,34571.23999999976,34571.23999999976,2880.9366666666465
"void at::native::vectorized_elementwise_kernel<4, at::native::GeluCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::GeluCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",0,0,0.0,12,2456.5809999997728,2456.5809999997728,204.7150833333144
cudaMemsetAsync,1001.6630000047153,1001.6630000047153,5.564794444470641,180,0,0,0.0
Memset (Device),0,0,0.0,180,241.6879999989178,241.6879999989178,1.3427111111050989
volta_sgemm_64x32_sliced1x4_tn,0,0,0.0,2,69.11799999966752,69.11799999966752,34.55899999983376
"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",0,0,0.0,4,18.49599999957718,18.49599999957718,4.623999999894295
"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",0,0,0.0,2,5.695000000298023,5.695000000298023,2.8475000001490116
volta_sgemm_32x32_sliced1x4_tn,0,0,0.0,2,29.15100000030361,29.15100000030361,14.575500000151806
"void (anonymous namespace)::softmax_warp_forward<float, float, float, 1, true, false>(float*, float const*, int, int, int, bool const*, int, bool)",0,0,0.0,2,5.7920000003650784,5.7920000003650784,2.8960000001825392
"void at::native::(anonymous namespace)::nll_loss_forward_reduce_cuda_kernel_2d<float, float, long>(float*, float*, float const*, long const*, float const*, bool, long, long, long, long)",0,0,0.0,2,7.457000000169501,7.457000000169501,3.7285000000847504
"void at::native::vectorized_elementwise_kernel<4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul>)",0,0,0.0,4,9.920000000158325,9.920000000158325,2.480000000039581
"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>)",0,0,0.0,220,3633.308999998262,3633.308999998262,16.51504090908301
"void at::native::(anonymous namespace)::nll_loss_backward_reduce_cuda_kernel_2d<float, long>(float*, float const*, long const*, float const*, float const*, bool, int, int, long, long)",0,0,0.0,2,6.65500000026077,6.65500000026077,3.327500000130385
"void (anonymous namespace)::softmax_warp_backward<float, float, float, 1, true, false>(float*, float const*, float const*, int, int, int, bool const*)",0,0,0.0,2,5.375999999931082,5.375999999931082,2.687999999965541
volta_sgemm_32x32_sliced1x4_nn,0,0,0.0,2,18.623999999836087,18.623999999836087,9.311999999918044
volta_sgemm_128x32_nt,0,0,0.0,2,18.847000000532717,18.847000000532717,9.423500000266358
"void at::native::reduce_kernel<256, 2, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4> >(at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4>)",0,0,0.0,2,22.494999999878928,22.494999999878928,11.247499999939464
"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::masked_scale_kernel<bool, float, float>(at::Tensor&, at::Tensor const&, at::Tensor const&, float)::{lambda(float, bool)#1}, std::array<char*, 3ul> >(int, at::native::(anonymous namespace)::masked_scale_kernel<bool, float, float>(at::Tensor&, at::Tensor const&, at::Tensor const&, float)::{lambda(float, bool)#1}, std::array<char*, 3ul>)",0,0,0.0,16,729.50800000038,729.50800000038,45.59425000002375
"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<float, float, float, at::native::(anonymous namespace)::threshold_kernel_impl<float>(at::TensorIteratorBase&, float, float)::{lambda(float, float)#1}>, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<float, float, float, at::native::(anonymous namespace)::threshold_kernel_impl<float>(at::TensorIteratorBase&, float, float)::{lambda(float, float)#1}>, std::array<char*, 3ul>)",0,0,0.0,2,6.143999999854714,6.143999999854714,3.071999999927357
volta_sgemm_128x32_nn,0,0,0.0,2,57.46999999973923,57.46999999973923,28.734999999869615
"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, true, false, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",0,0,0.0,2,11.839999999618158,11.839999999618158,5.919999999809079
volta_sgemm_128x64_nt,0,0,0.0,62,68889.34099999955,68889.34099999955,1111.1184032257993
"void at::native::reduce_kernel<128, 4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4> >(at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4>)",0,0,0.0,76,4616.792000001529,4616.792000001529,60.74726315791486
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})",0,0,0.0,14,71.99799999897368,71.99799999897368,5.142714285640977
Memcpy DtoD (Device -> Device),0,0,0.0,2,107.9000000001397,107.9000000001397,53.95000000006985
"void at::native::(anonymous namespace)::layer_norm_grad_input_kernel_vectorized<float, float>(float const*, float const*, float const*, float const*, float const*, float*, int)",0,0,0.0,26,2356.3309999997728,2356.3309999997728,90.62811538460664
"void at::native::(anonymous namespace)::GammaBetaBackwardCUDAKernel_32x32<float, float>(long, long, float const*, float const*, float const*, float const*, float*, float*)",0,0,0.0,26,1657.2540000004228,1657.2540000004228,63.74053846155472
volta_sgemm_128x64_nn,0,0,0.0,60,70033.45299999951,70033.45299999951,1167.2242166666585
volta_sgemm_128x128_nt,0,0,0.0,12,34124.152,34124.152,2843.6793333333335
"void at::native::vectorized_elementwise_kernel<4, at::native::GeluBackwardCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float, float)#1}, std::array<char*, 3ul> >(int, at::native::GeluBackwardCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float, float)#1}, std::array<char*, 3ul>)",0,0,0.0,12,3546.5949999992736,3546.5949999992736,295.5495833332728
volta_sgemm_128x128_nn,0,0,0.0,12,34005.75700000045,34005.75700000045,2833.8130833333707
"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul>)",0,0,0.0,12,837.6970000006258,837.6970000006258,69.80808333338548
"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4> >(at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4>)",0,0,0.0,12,901.6630000011064,901.6630000011064,75.13858333342553
cudaFuncGetAttributes,36688.070000000065,103.16599999996834,3057.339166666672,12,0,0,0.0
"fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm75(PyTorchMemEffAttention::AttentionBackwardKernel<cutlass::arch::Sm75, float, true, true, false, 64, 64, 64, false>::Params)",0,0,0.0,12,12758.964000000386,12758.964000000386,1063.2470000000321
"void at::native::(anonymous namespace)::embedding_backward_feature_kernel<float, float, long>(long const*, float const*, float*, int, long, int)",0,0,0.0,4,387.15299999993294,387.15299999993294,96.78824999998324
