kernel,cpu_time_total_us,self_cpu_time_total_us,cuda_time_total_us,self_cuda_time_total_us,calls
cudaEventQuery,127.10299999933159,127.10299999933159,0,0,39
cudaMemcpyAsync,3044.4510000000737,3044.4510000000737,0,0,228
Memcpy HtoD (Pageable -> Device),0,0,8.864000000113265,8.864000000113265,9
cudaStreamSynchronize,120906.59399999984,120853.21500000035,0,0,16
cudaStreamIsCapturing,265.78999999966163,265.78999999966163,0,0,130
cudaEventRecord,187.1410000004944,187.1410000004944,0,0,83
cudaStreamWaitEvent,136.42300000093564,136.42300000093564,0,0,56
cudaStreamGetCaptureInfo_v2,21.25799999942501,21.25799999942501,0,0,14
cudaLaunchKernelExC,249.1000000002441,249.1000000002441,0,0,14
"ncclDevKernel_Broadcast_RING_LL(ncclDevComm*, unsigned long, ncclWork*)",0,0,58.079999999897154,58.079999999897154,5
Memcpy DtoH (Device -> Pageable),0,0,6.048000000109823,6.048000000109823,3
cudaLaunchKernel,761270.9359999993,14554.210999998744,0,0,1094
Unrecognized,816593.0050000007,816562.7060000006,0,0,108
"void at::native::(anonymous namespace)::indexSelectLargeIndex<float, long, unsigned int, 2, 2, -2, true>(at::cuda::detail::TensorInfo<float, unsigned int>, at::cuda::detail::TensorInfo<float const, unsigned int>, at::cuda::detail::TensorInfo<long const, unsigned int>, int, int, unsigned int, unsigned int, long)",0,0,100.38200000012876,100.38200000012876,4
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",0,0,61.47100000010687,61.47100000010687,2
"void at::native::(anonymous namespace)::vectorized_layer_norm_kernel<float, float>(int, float, float const*, float const*, float const*, float*, float*, float*)",0,0,1078.3130000001402,1078.3130000001402,26
"void at::native::(anonymous namespace)::fused_dropout_kernel_vec<float, float, unsigned int, 1, 4, bool>(at::cuda::detail::TensorInfo<float const, unsigned int>, at::cuda::detail::TensorInfo<float, unsigned int>, at::cuda::detail::TensorInfo<bool, unsigned int>, unsigned int, float, at::PhiloxCudaState)",0,0,454.96799999981886,454.96799999981886,16
"void at::native::vectorized_elementwise_kernel<4, at::native::AUnaryFunctor<long, long, bool, at::native::(anonymous namespace)::CompareEqFunctor<long> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<long, long, bool, at::native::(anonymous namespace)::CompareEqFunctor<long> >, std::array<char*, 2ul>)",0,0,6.144000000029337,6.144000000029337,2
"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<bool, at::native::func_wrapper_t<bool, at::native::and_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#12}::operator()() const::{lambda(bool, bool)#1}>, unsigned int, bool, 4> >(at::native::ReduceOp<bool, at::native::func_wrapper_t<bool, at::native::and_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#12}::operator()() const::{lambda(bool, bool)#1}>, unsigned int, bool, 4>)",0,0,13.856000000087079,13.856000000087079,2
cudaHostAlloc,68.50200000003679,68.50200000003679,0,0,2
Memcpy DtoH (Device -> Pinned),0,0,10.718999999866355,10.718999999866355,6
cudaMalloc,16386.083999999624,16386.083999999624,0,0,40
cudaFree,3825.5299999999697,3825.5299999999697,0,0,2
cudaDeviceGetAttribute,27.66500000015367,27.66500000015367,0,0,18
cudaGetDriverEntryPoint,2.062000000034459,2.062000000034459,0,0,2
cudaGetSymbolAddress,21178.917000000016,20993.317000000097,0,0,1
cudaOccupancyMaxActiveBlocksPerMultiprocessor,12341.898999999918,506.9309999999241,0,0,230
cudaMemsetAsync,2588.7060000016354,2584.609000001801,0,0,278
Memset (Device),0,0,777.7060000016354,777.7060000016354,278
volta_sgemm_128x64_tn,0,0,19358.735000000568,19358.735000000568,48
