kernel,cpu_time_total_us,self_cpu_time_total_us,cpu_time_avg_us,calls_cpu,cuda_time_total_us,self_cuda_time_total_us,cuda_time_avg_us
cudaMemcpyAsync,362.38300000026356,362.38300000026356,18.119150000013178,20,0,0,0.0
Memcpy HtoD (Pageable -> Device),0,0,0.0,6,7.199999999947977,7.199999999947977,1.1999999999913296
cudaStreamSynchronize,35711.654999999635,35711.654999999635,2550.832499999974,14,0,0,0.0
cudaLaunchKernel,1576994.8699999992,13404.351000000854,1222.4766434108521,1290,0,0,0.0
Unrecognized,1681636.136999998,1681636.136999998,7507.304183035705,224,0,0,0.0
"void at::native::(anonymous namespace)::indexSelectLargeIndex<float, long, unsigned int, 2, 2, -2, true>(at::cuda::detail::TensorInfo<float, unsigned int>, at::cuda::detail::TensorInfo<float const, unsigned int>, at::cuda::detail::TensorInfo<long const, unsigned int>, int, int, unsigned int, unsigned int, long)",0,0,0.0,4,123.74599999981001,123.74599999981001,30.936499999952503
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",0,0,0.0,2,66.88100000005215,66.88100000005215,33.44050000002608
"void at::native::(anonymous namespace)::vectorized_layer_norm_kernel<float, float>(int, float, float const*, float const*, float const*, float*, float*, float*)",0,0,0.0,26,1355.560000000929,1355.560000000929,52.13692307695881
cudaStreamIsCapturing,201.41200000134995,201.41200000134995,1.5735312500105465,128,0,0,0.0
"void at::native::(anonymous namespace)::fused_dropout_kernel_vec<float, float, unsigned int, 1, 4, bool>(at::cuda::detail::TensorInfo<float const, unsigned int>, at::cuda::detail::TensorInfo<float, unsigned int>, at::cuda::detail::TensorInfo<bool, unsigned int>, unsigned int, float, at::PhiloxCudaState)",0,0,0.0,2,65.11999999976251,65.11999999976251,32.559999999881256
"void at::native::vectorized_elementwise_kernel<4, at::native::AUnaryFunctor<long, long, bool, at::native::(anonymous namespace)::CompareEqFunctor<long> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<long, long, bool, at::native::(anonymous namespace)::CompareEqFunctor<long> >, std::array<char*, 2ul>)",0,0,0.0,2,7.456000000063796,7.456000000063796,3.728000000031898
"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<bool, at::native::func_wrapper_t<bool, at::native::and_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#12}::operator()() const::{lambda(bool, bool)#1}>, unsigned int, bool, 4> >(at::native::ReduceOp<bool, at::native::func_wrapper_t<bool, at::native::and_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#12}::operator()() const::{lambda(bool, bool)#1}>, unsigned int, bool, 4>)",0,0,0.0,2,17.888999999850057,17.888999999850057,8.944499999925029
cudaHostAlloc,1306.5010000000475,1306.5010000000475,653.2505000000237,2,0,0,0.0
Memcpy DtoH (Device -> Pinned),0,0,0.0,8,18.590999999898486,18.590999999898486,2.3238749999873107
"void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)",0,0,0.0,226,3827.8289999981644,3827.8289999981644,16.93729646016887
cudaMalloc,8318.865999999689,8318.865999999689,159.97819230768633,52,0,0,0.0
cudaFree,3892.462999999989,3892.462999999989,1946.2314999999944,2,0,0,0.0
cudaDeviceGetAttribute,23.024999999790452,23.024999999790452,0.8223214285639447,28,0,0,0.0
cudaGetDriverEntryPoint,2.9490000000223517,2.9490000000223517,1.4745000000111759,2,0,0,0.0
cudaGetSymbolAddress,26076.670999999973,25908.576999999932,26076.670999999973,1,0,0,0.0
cudaFuncSetAttribute,80235.946999999,388.5259999992559,742.9254351851758,108,0,0,0.0
cudaOccupancyMaxActiveBlocksPerMultiprocessor,423.8409999985015,224.014999998617,5.168792682908555,82,0,0,0.0
