kernel,cpu_time_total_us,self_cpu_time_total_us,cpu_time_avg_us,calls_cpu,cuda_time_total_us,self_cuda_time_total_us,cuda_time_avg_us
cudaMemcpyAsync,262.2849999989776,262.2849999989776,18.734642857069826,14,0,0,0.0
Memcpy HtoD (Pageable -> Device),0,0,0.0,6,6.781999999868276,6.781999999868276,1.1303333333113794
cudaStreamSynchronize,114307.02199999972,114307.02199999972,9525.585166666644,12,0,0,0.0
cudaLaunchKernel,2285350.1090000006,9766.80500000043,2579.4019288939057,886,0,0,0.0
Unrecognized,2551854.505,2551854.505,23411.509220183485,109,0,0,0.0
"void at::native::(anonymous namespace)::indexSelectLargeIndex<float, long, unsigned int, 2, 2, -2, true>(at::cuda::detail::TensorInfo<float, unsigned int>, at::cuda::detail::TensorInfo<float const, unsigned int>, at::cuda::detail::TensorInfo<long const, unsigned int>, int, int, unsigned int, unsigned int, long)",0,0,0.0,4,121.43799999996554,121.43799999996554,30.359499999991385
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",0,0,0.0,2,65.98299999989104,65.98299999989104,32.99149999994552
"void at::native::(anonymous namespace)::vectorized_layer_norm_kernel<float, float>(int, float, float const*, float const*, float const*, float*, float*, float*)",0,0,0.0,26,1323.7819999999483,1323.7819999999483,50.914692307690316
cudaStreamIsCapturing,196.9279999990831,196.9279999990831,1.5148307692237162,130,0,0,0.0
"void at::native::(anonymous namespace)::fused_dropout_kernel_vec<float, float, unsigned int, 1, 4, bool>(at::cuda::detail::TensorInfo<float const, unsigned int>, at::cuda::detail::TensorInfo<float, unsigned int>, at::cuda::detail::TensorInfo<bool, unsigned int>, unsigned int, float, at::PhiloxCudaState)",0,0,0.0,16,470.51900000026217,470.51900000026217,29.407437500016385
"void at::native::vectorized_elementwise_kernel<4, at::native::AUnaryFunctor<long, long, bool, at::native::(anonymous namespace)::CompareEqFunctor<long> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<long, long, bool, at::native::(anonymous namespace)::CompareEqFunctor<long> >, std::array<char*, 2ul>)",0,0,0.0,2,7.327999999979511,7.327999999979511,3.6639999999897555
"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<bool, at::native::func_wrapper_t<bool, at::native::and_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#12}::operator()() const::{lambda(bool, bool)#1}>, unsigned int, bool, 4> >(at::native::ReduceOp<bool, at::native::func_wrapper_t<bool, at::native::and_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#12}::operator()() const::{lambda(bool, bool)#1}>, unsigned int, bool, 4>)",0,0,0.0,2,17.408000000170432,17.408000000170432,8.704000000085216
cudaHostAlloc,1507.5150000002468,1507.5150000002468,753.7575000001234,2,0,0,0.0
Memcpy DtoH (Device -> Pinned),0,0,0.0,6,15.231999999610707,15.231999999610707,2.5386666666017845
cudaMalloc,8365.03900000127,8365.03900000127,154.90812962965316,54,0,0,0.0
cudaFree,3930.196000000229,3930.196000000229,1965.0980000001146,2,0,0,0.0
cudaDeviceGetAttribute,6.895999999833293,6.895999999833293,0.38311111110184964,18,0,0,0.0
cudaGetDriverEntryPoint,2.5190000000875443,2.5190000000875443,1.2595000000437722,2,0,0,0.0
cudaGetSymbolAddress,23492.155000000028,23324.079000000027,23492.155000000028,1,0,0,0.0
cudaOccupancyMaxActiveBlocksPerMultiprocessor,42371.80099999544,417.2819999960484,184.2252217391106,230,0,0,0.0
cudaMemsetAsync,1625.101999997045,1625.101999997045,5.845690647471384,278,0,0,0.0
Memset (Device),0,0,0.0,278,388.79500000108965,388.79500000108965,1.3985431654715454
volta_sgemm_128x64_tn,0,0,0.0,48,24993.0560000001,24993.0560000001,520.6886666666687
"fmha_cutlassF_f32_aligned_64x64_rf_sm75(PyTorchMemEffAttention::AttentionKernel<float, cutlass::arch::Sm75, true, 64, 64, 64, true, true>::Params)",0,0,0.0,12,2678.725000000093,2678.725000000093,223.22708333334108
"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>)",0,0,0.0,72,2662.949000001652,2662.949000001652,36.98540277780072
volta_sgemm_128x128_tn,0,0,0.0,24,41549.622000000905,41549.622000000905,1731.2342500000377
