kernel,cpu_time_total_us,self_cpu_time_total_us,cuda_time_total_us,self_cuda_time_total_us,calls,batch_size
ProfilerStep*,1153300.451,234405.161000003,390745.16200001235,0.0,2,4
aten::empty,37206.31999999727,36864.22299999725,0,0,6760,4
aten::random_,28.80499999999938,28.80499999999938,0,0,1,4
aten::item,107843.85800000052,674.5980000013742,297.2119999991264,0.0,269,4
aten::_local_scalar_dense,107169.25999999914,1774.5189999985214,297.2119999991264,297.2119999991264,269,4
enumerate(DataLoader)#_MultiProcessingDataLoaderIter.__next__,48260.804999999964,43768.148999999976,2.686999999990803,0.0,2,4
cudaPointerGetAttributes,43.551000000035856,43.551000000035856,2.686999999990803,2.686999999990803,6,4
cudaHostAlloc,11172.491999999984,11170.680999999982,0,0,5,4
aten::to,91566.40000000011,330.8900000015856,687.0240000007761,0.0,345,4
aten::_to_copy,91235.50999999853,625.5889999981591,687.0240000007761,0.0,73,4
aten::empty_strided,1576.7200000005105,1576.7200000005105,0,0,230,4
aten::copy_,103233.23399999834,6247.252999999939,13803.46499999828,13798.632999998255,697,4
cudaMemcpyAsync,7613.264000000214,7613.264000000214,0,0,708,4
ProfilerStep*,0,0,1058364.351,1058364.351,2,4
Memcpy HtoD (Pinned -> Device),0,0,637.809000000052,637.809000000052,2,4
aten::slice,3493.745999999519,2807.602999999508,0,0,527,4
aten::as_strided,7370.876999999571,7370.876999999571,0,0,6770,4
aten::ones,771.5000000000437,250.90600000003178,16.50899999991816,0.0,10,4
aten::fill_,4472.4340000003285,2151.8300000007293,347.76900000132446,347.76900000132446,277,4
cudaLaunchKernel,324410.26100000646,71875.58500000667,257.50100000057137,0.0,7975,4
"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<long>, std::array<char*, 1ul> >(int, at::native::FillFunctor<long>, std::array<char*, 1ul>)",0,0,25.978999999977532,25.978999999977532,15,4
aten::mul,4633.995000000112,1481.8900000006106,196.85500000098546,193.4640000009822,116,4
"void at::native::vectorized_elementwise_kernel<4, at::native::AUnaryFunctor<long, long, long, at::native::binary_internal::MulFunctor<long> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<long, long, long, at::native::binary_internal::MulFunctor<long> >, std::array<char*, 2ul>)",0,0,5.054999999949359,5.054999999949359,2,4
aten::conv1d,10351.993999999919,67.85899999983667,8930.098000000216,0.0,8,4
aten::convolution,10284.135000000082,94.20900000006077,8930.098000000216,0.0,8,4
aten::_convolution,10189.926000000021,246.36999999987893,8930.098000000216,0.0,8,4
aten::unsqueeze,1268.4680000003136,949.9070000008069,0,0,222,4
aten::cudnn_convolution,9486.307000000117,1825.954999999929,7982.6950000001525,7982.6950000001525,8,4
cudaEventRecord,968.9799999999668,968.9799999999668,0,0,9,4
cudaStreamIsCapturing,702.5039999978617,702.5039999978617,0,0,446,4
cudaStreamGetPriority,8.485000000102445,8.485000000102445,0,0,8,4
cudaDeviceGetStreamPriorityRange,6.921000000016647,6.921000000016647,0,0,8,4
cudaPeekAtLastError,224.68499999951746,224.68499999951746,0,0,1822,4
"void cask__5x_cudnn::computeOffsetsKernel<false, false>(cask__5x_cudnn::ComputeOffsetsParams)",0,0,23.648000000117463,23.648000000117463,8,4
cudaMemsetAsync,6089.564999997368,6089.564999997368,0,0,1082,4
_5x_cudnn_volta_scudnn_128x64_relu_medium_nn_v1,0,0,7959.047000000035,7959.047000000035,8,4
aten::reshape,10054.645000003147,5284.8369999997085,0,0,2498,4
aten::view,11933.092999999586,11933.092999999586,0,0,6608,4
