kernel,cpu_time_total_us,self_cpu_time_total_us,cuda_time_total_us,self_cuda_time_total_us,calls,batch_size
ProfilerStep*,3335149.391,466667.112999978,2666338.3300000126,0.0,2,32
aten::empty,39851.30000001943,38390.23900001956,0,0,6791,32
aten::random_,21.563000000000102,21.563000000000102,0,0,1,32
aten::item,1179270.9350000003,1435.994000002649,559.4129999970319,0.0,667,32
aten::_local_scalar_dense,1177834.9409999975,3034.832999994339,559.4129999970319,559.4129999970319,667,32
enumerate(DataLoader)#_MultiProcessingDataLoaderIter.__next__,105773.51600000012,67313.0160000001,3.551999999996042,0.0,2,32
cudaPointerGetAttributes,52.10799999986193,52.10799999986193,3.551999999996042,3.551999999996042,6,32
cudaHostAlloc,94870.04600000002,94870.04600000002,0,0,5,32
aten::to,548849.9780000057,1031.3460000078194,5280.448000000324,0.0,712,32
aten::_to_copy,547818.6319999979,2303.5049999918847,5280.448000000324,0.0,384,32
aten::empty_strided,3068.547000005259,2720.60400000526,0,0,566,32
cudaStreamIsCapturing,745.1459999977087,745.1459999977087,0,0,453,32
cudaMalloc,3322.9989999996324,3322.9989999996324,0,0,13,32
aten::copy_,572531.9550000031,9041.708000000945,109777.42000000575,109774.54000000574,1120,32
cudaMemcpyAsync,13103.772999997513,13103.772999997513,0,0,1218,32
ProfilerStep*,0,0,3186191.493,3186191.493,2,32
Memcpy HtoD (Pinned -> Device),0,0,5017.124000000185,5017.124000000185,2,32
aten::slice,5734.571000000142,4723.185999993992,0,0,956,32
aten::as_strided,8783.371000013925,8783.371000013925,0,0,8350,32
aten::ones,24056.165999999736,-23110.164999999804,19.518999999709195,0.0,10,32
aten::fill_,28098.84100000115,2248.844000000041,447.1290000002773,447.1290000002773,308,32
cudaLaunchKernel,646723.6570000035,119531.29600000355,15481.63500000033,0.0,10044,32
"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<long>, std::array<char*, 1ul> >(int, at::native::FillFunctor<long>, std::array<char*, 1ul>)",0,0,64.4160000012198,64.4160000012198,46,32
aten::mul,4479.750000004249,2160.293000003876,244.7040000007255,241.376000000746,172,32
"void at::native::vectorized_elementwise_kernel<4, at::native::AUnaryFunctor<long, long, long, at::native::binary_internal::MulFunctor<long> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<long, long, long, at::native::binary_internal::MulFunctor<long> >, std::array<char*, 2ul>)",0,0,5.02399999985937,5.02399999985937,2,32
aten::conv1d,7108.811999999976,65.7180000001099,86240.65999999968,0.0,8,32
aten::convolution,7043.093999999866,136.62400000030175,86240.65999999968,0.0,8,32
aten::_convolution,6906.469999999565,250.76499999995576,86240.65999999968,0.0,8,32
aten::unsqueeze,1222.3730000016803,937.180000002496,0,0,222,32
aten::cudnn_convolution,6203.089999999793,5243.074999999197,78561.10599999974,63515.492999999755,8,32
cudaEventRecord,56.90999999997439,56.90999999997439,0,0,9,32
cudaStreamGetPriority,8.140999999945052,8.140999999945052,0,0,8,32
cudaDeviceGetStreamPriorityRange,7.674000000406522,7.674000000406522,0,0,8,32
cudaPeekAtLastError,335.2740000006743,335.2740000006743,0,0,2452,32
"void cask__5x_cudnn::computeOffsetsKernel<false, false>(cask__5x_cudnn::ComputeOffsetsParams)",0,0,26.493999999947846,26.493999999947846,8,32
cudaMemsetAsync,5979.464000002685,5979.464000002685,0,0,1064,32
_5x_cudnn_volta_scudnn_128x64_relu_medium_nn_v1,0,0,19764.026000000158,19764.026000000158,4,32
aten::reshape,10223.893999998429,5412.136999989889,0,0,2554,32
aten::view,12284.21199999997,12284.21199999997,0,0,6720,32
aten::add_,1079.1440000045404,982.2030000041123,7679.5539999999455,7679.5539999999455,136,32
aten::squeeze,54.96600000007311,42.75299999958952,0,0,8,32
aten::gelu,6722.794999999576,4140.15799999889,46449.93200000303,46449.93200000303,232,32
Unrecognized,527645.5909999999,508565.5029999999,21617.83700000029,21617.83700000029,23,32
aten::permute,39.38800000018091,32.6740000002319,0,0,4,32
aten::add,22096.001999997476,14725.352999997238,54967.77100000088,54967.77100000088,940,32
aten::dropout,911.0609999946319,911.0609999946319,0,0,936,32
aten::layer_norm,59200.99100000691,3519.2200000076846,85203.62500000256,0.0,712,32
aten::native_layer_norm,55681.77099999922,19083.97399999565,85203.62500000256,39181.11100000198,712,32
aten::contiguous,22466.489999999612,343.52499999737483,100967.82400000026,0.0,148,32
aten::clone,27064.360000002955,1680.062000004953,103742.37499999977,0.0,276,32
aten::empty_like,4953.835999998759,1240.4239999944111,0,0,304,32
aten::linear,653954.9979999987,18533.05100000574,939886.8090000033,0.0,1844,32
aten::t,15195.411999993376,6752.423999996885,0,0,1972,32
aten::transpose,22261.545999994356,16619.176000000938,0,0,5044,32
aten::addmm,593033.831000005,59491.77600001244,755633.7070000065,755421.5820000067,1552,32
cudaOccupancyMaxActiveBlocksPerMultiprocessor,892.6020000007411,439.3720000007015,6136.201999999961,0.0,122,32
aten::matmul,18584.116999995138,3102.371999993775,184253.10199999675,0.0,292,32
aten::mm,13801.927999999258,9252.080000000075,184253.10199999675,178250.78599999673,292,32
aten::_unsafe_view,670.9390000033309,670.9390000033309,0,0,292,32
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",0,0,61024.35700000083,61024.35700000083,44,32
"void at::native::vectorized_elementwise_kernel<4, at::native::GeluCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::GeluCUDAKernelImpl(at::TensorIteratorBase&, at::native::GeluType)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",0,0,46449.93200000303,46449.93200000303,232,32
aten::scaled_dot_product_attention,38513.49900000027,5658.21600000179,1357960.1650000035,0.0,432,32
aten::_scaled_dot_product_efficient_attention,32855.28299999848,5800.664999996312,1357960.1650000035,0.0,432,32
aten::_efficient_attention_forward,20393.465000001597,8501.946999999695,1357960.1650000035,1357960.1650000035,432,32
_5x_cudnn_volta_scudnn_128x128_relu_small_nn_v1,0,0,43724.97299999965,43724.97299999965,4,32
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})",0,0,101088.90899999999,101088.90899999999,150,32
"void at::native::(anonymous namespace)::vectorized_layer_norm_kernel<float, float>(int, float, float const*, float const*, float const*, float*, float*, float*)",0,0,39181.11100000198,39181.11100000198,712,32
volta_sgemm_128x64_tn,0,0,518060.0699999996,518060.0699999996,106,32
aten::embedding,3920.846000000369,512.4450000001525,194.46000000066124,0.0,52,32
aten::index_select,3091.88400000034,1134.266999997344,194.46000000066124,189.50000000058208,52,32
aten::resize_,1498.0810000024212,1498.0810000024212,0,0,484,32
aten::arange,9461.071999998676,2319.0429999924963,808.756000003079,404.3780000015395,304,32
aten::repeat,3714.1359999988344,856.6129999931436,115.71100000245497,0.0,52,32
aten::expand,444.0130000014324,310.0990000012971,0,0,108,32
aten::alias,77.26300000140327,77.26300000140327,0,0,52,32
aten::unfold,448.29300000102376,362.6329999996233,0,0,104,32
aten::expand_as,273.35400000135996,82.65400000062073,0,0,52,32
aten::index,7481.583000001119,4986.082000001479,954.2509999989998,954.2509999989998,216,32
volta_sgemm_128x128_tn,0,0,350659.70599999826,350659.70599999826,48,32
"fmha_cutlassF_f32_aligned_64x64_rf_sm75(PyTorchMemEffAttention::AttentionKernel<float, cutlass::arch::Sm75, true, 64, 64, 64, true, true>::Params)",0,0,1357960.1650000035,1357960.1650000035,432,32
"void at::native::(anonymous namespace)::indexSelectLargeIndex<float, long, unsigned int, 2, 2, -2, true>(at::cuda::detail::TensorInfo<float, unsigned int>, at::cuda::detail::TensorInfo<float const, unsigned int>, at::cuda::detail::TensorInfo<long const, unsigned int>, int, int, unsigned int, unsigned int, long)",0,0,189.50000000058208,189.50000000058208,52,32
"void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, function_traits<at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>::result_type*)",0,0,404.3780000015395,404.3780000015395,152,32
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1})",0,0,112.83100000245031,112.83100000245031,52,32
